Day,Strategy,S_avg,E_avg,I_avg,A_avg,Q_avg,R_avg,Efficiency_avg
142,Beta-Binomial-14,1373.0,10.8,1.2,6.6,22.2,2586.2,0.5441176470588236
143,Beta-Binomial-14,1386.8,11.2,2.2,6.2,21.0,2572.6,0.5172413793103449
144,Beta-Binomial-14,1396.4,11.2,1.8,6.2,22.0,2562.4,0.5339805825242718
145,Beta-Binomial-14,1409.0,11.6,2.4,5.8,22.2,2549.0,0.5285714285714286
146,Beta-Binomial-14,1421.4,10.4,1.4,5.4,23.6,2537.8,0.5784313725490196
147,Beta-Binomial-14,1432.4,9.8,1.4,5.2,23.4,2527.8,0.5879396984924623
148,Beta-Binomial-14,1445.4,8.6,2.0,5.4,23.6,2515.0,0.595959595959596
149,Beta-Binomial-14,1457.6,8.6,1.8,6.6,23.0,2502.4,0.575
0,Gamma-Poisson-14,3977.2,12.8,9.6,0,0,0.4,0.0
1,Gamma-Poisson-14,3963.4,24.8,9.4,0.8,0,1.6,0.0
2,Gamma-Poisson-14,3950.6,33.2,10.8,2.8,0,2.6,0.0
3,Gamma-Poisson-14,3931.0,49.8,12.2,3.8,0,3.2,0.0
4,Gamma-Poisson-14,3910.8,59.2,19.0,6.8,0,4.2,0.0
5,Gamma-Poisson-14,3876.4,83.4,25.0,9.4,0,5.8,0.0
6,Gamma-Poisson-14,3835.4,105.6,32.8,17.6,0,8.6,0.0
7,Gamma-Poisson-14,3770.2,145.6,44.8,26.8,0,12.6,0.0
8,Gamma-Poisson-14,3684.4,201.0,60.2,37.8,0,16.6,0.0
9,Gamma-Poisson-14,3565.4,282.8,76.4,50.0,0,25.4,0.0
10,Gamma-Poisson-14,3417.0,376.8,104.0,68.4,0,33.8,0.0
11,Gamma-Poisson-14,3230.2,494.4,138.6,90.0,0,46.8,0.0
12,Gamma-Poisson-14,3000.6,625.4,186.8,127.4,0,59.8,0.0
13,Gamma-Poisson-14,2720.2,778.6,248.6,172.6,0,80.0,0.0
14,Gamma-Poisson-14,2379.6,964.4,318.2,227.0,0,110.8,0.0
15,Gamma-Poisson-14,2016.2,1129.8,413.6,295.0,0,145.4,0.0
16,Gamma-Poisson-14,1619.2,1310.6,511.2,364.0,0,195.0,0.0
17,Gamma-Poisson-14,1223.0,1448.6,625.8,442.4,0,260.2,0.0
18,Gamma-Poisson-14,882.0,1493.4,760.6,531.6,0,332.4,0.0
19,Gamma-Poisson-14,606.2,1476.0,882.4,613.2,0,422.2,0.0
20,Gamma-Poisson-14,392.2,1394.6,992.2,692.0,9.2,519.8,0.0029792746113989636
21,Gamma-Poisson-14,243.4,1268.8,1078.4,748.0,17.8,643.6,0.005717956954706072
22,Gamma-Poisson-14,139.4,1121.8,1134.8,795.6,27.0,781.4,0.00876851130163679
23,Gamma-Poisson-14,81.8,965.0,1172.2,834.0,33.0,914.0,0.010984621529858199
24,Gamma-Poisson-14,41.6,813.2,1203.0,851.6,40.0,1050.6,0.013756104271270376
25,Gamma-Poisson-14,23.2,678.2,1202.2,858.8,47.0,1190.6,0.016868853635776327
26,Gamma-Poisson-14,13.8,565.0,1185.4,849.8,53.0,1333.0,0.01997587818483341
27,Gamma-Poisson-14,8.2,467.6,1155.0,834.4,58.2,1476.6,0.02313931297709924
28,Gamma-Poisson-14,9.6,384.4,1126.0,810.6,62.6,1606.8,0.026262795771102534
29,Gamma-Poisson-14,9.6,315.6,1084.8,782.0,67.0,1741.0,0.029785720636614207
30,Gamma-Poisson-14,11.4,262.2,1041.4,753.4,71.4,1860.2,0.03354632587859425
31,Gamma-Poisson-14,12.6,217.4,990.4,722.2,75.4,1982.0,0.03759848409294904
32,Gamma-Poisson-14,13.2,184.2,936.6,685.6,78.0,2102.4,0.04139248567183188
33,Gamma-Poisson-14,16.0,159.8,890.0,643.4,80.8,2210.0,0.0455467869222097
34,Gamma-Poisson-14,16.6,138.0,837.4,608.0,84.6,2315.4,0.05071942446043165
35,Gamma-Poisson-14,15.8,123.0,790.0,574.0,87.8,2409.4,0.05575311150622301
36,Gamma-Poisson-14,16.0,108.8,748.0,539.4,88.4,2499.4,0.05954465849387041
37,Gamma-Poisson-14,21.8,100.8,696.6,506.0,90.4,2584.4,0.06485865977902137
38,Gamma-Poisson-14,21.6,97.0,650.4,476.6,87.6,2666.8,0.06678865507776761
39,Gamma-Poisson-14,26.6,89.0,608.2,452.8,86.2,2737.2,0.0697298171816858
40,Gamma-Poisson-14,24.8,83.8,568.8,428.0,94.0,2800.6,0.08002724331687383
41,Gamma-Poisson-14,29.6,77.8,537.4,392.2,102.2,2860.8,0.09210526315789475
42,Gamma-Poisson-14,32.6,72.2,505.2,358.6,108.4,2923.0,0.10379165070854078
43,Gamma-Poisson-14,37.0,66.8,471.8,332.2,111.4,2980.8,0.11341885563021789
44,Gamma-Poisson-14,39.8,62.6,450.0,308.6,113.4,3025.6,0.1213353306227263
45,Gamma-Poisson-14,43.0,61.0,426.6,286.6,111.4,3071.4,0.12579042457091238
46,Gamma-Poisson-14,43.0,62.2,400.0,271.2,107.4,3116.2,0.12773549000951476
47,Gamma-Poisson-14,49.4,57.4,377.4,256.0,102.2,3157.6,0.12887767969735184
48,Gamma-Poisson-14,46.8,61.2,358.6,239.0,93.4,3201.0,0.12416910396171232
49,Gamma-Poisson-14,51.2,60.6,343.8,228.0,90.0,3226.4,0.1245847176079734
50,Gamma-Poisson-14,58.0,58.4,328.2,218.8,88.6,3248.0,0.1276657060518732
51,Gamma-Poisson-14,58.6,59.2,310.4,210.2,84.6,3277.0,0.12733293196869355
52,Gamma-Poisson-14,64.4,55.8,295.4,200.2,81.4,3302.8,0.12863463969658662
53,Gamma-Poisson-14,69.8,57.6,283.6,189.8,78.6,3320.6,0.12893700787401574
54,Gamma-Poisson-14,78.4,53.8,267.8,180.8,73.6,3345.6,0.12777777777777777
55,Gamma-Poisson-14,80.2,56.2,257.6,169.4,69.2,3367.4,0.12527154236060825
56,Gamma-Poisson-14,85.0,54.6,241.6,166.4,65.4,3387.0,0.12386363636363637
57,Gamma-Poisson-14,89.8,54.2,227.6,158.4,62.6,3407.4,0.124502784407319
58,Gamma-Poisson-14,97.0,55.4,219.4,153.2,59.8,3415.2,0.12259122591225911
59,Gamma-Poisson-14,101.2,56.8,208.4,146.2,56.2,3431.2,0.12018819503849446
60,Gamma-Poisson-14,113.0,55.2,199.8,141.8,52.0,3438.2,0.11586452762923351
61,Gamma-Poisson-14,121.4,52.4,194.6,136.2,50.2,3445.2,0.11582833410244579
62,Gamma-Poisson-14,122.6,54.6,190.2,129.6,47.8,3455.2,0.11321648507816201
63,Gamma-Poisson-14,129.4,54.8,180.0,124.8,49.0,3462.0,0.11992168379833577
64,Gamma-Poisson-14,135.6,56.2,172.0,118.4,49.4,3468.4,0.12474747474747475
65,Gamma-Poisson-14,140.4,57.4,165.2,112.8,47.6,3476.6,0.12428198433420366
66,Gamma-Poisson-14,139.6,57.8,159.4,108.2,46.2,3488.8,0.12432723358449949
67,Gamma-Poisson-14,147.4,54.0,154.0,105.4,45.6,3493.6,0.12701949860724235
68,Gamma-Poisson-14,156.4,51.4,151.4,101.0,42.6,3497.2,0.12297921478060045
69,Gamma-Poisson-14,167.6,48.8,148.6,98.0,39.8,3497.2,0.11873508353221957
70,Gamma-Poisson-14,172.2,50.6,142.8,96.2,39.2,3499.0,0.11922141119221412
71,Gamma-Poisson-14,181.6,51.0,136.0,95.0,38.8,3497.6,0.12094763092269326
72,Gamma-Poisson-14,188.4,50.4,133.2,94.0,38.2,3495.8,0.12096263457884737
73,Gamma-Poisson-14,197.2,47.8,130.0,92.0,38.6,3494.4,0.1251621271076524
74,Gamma-Poisson-14,204.0,51.6,125.6,89.0,37.8,3492.0,0.12434210526315788
75,Gamma-Poisson-14,213.8,50.0,123.6,86.6,36.2,3489.8,0.1221322537112011
76,Gamma-Poisson-14,220.6,48.6,121.0,87.4,36.6,3485.8,0.12465940054495912
77,Gamma-Poisson-14,226.0,49.8,115.8,86.4,37.0,3485.0,0.12802768166089964
78,Gamma-Poisson-14,235.4,52.0,111.0,86.4,36.0,3479.2,0.12613875262789068
79,Gamma-Poisson-14,245.2,51.0,107.8,82.6,34.2,3479.2,0.12409288824383163
80,Gamma-Poisson-14,248.2,55.4,104.4,80.4,33.4,3478.2,0.12207602339181285
81,Gamma-Poisson-14,252.8,57.4,103.6,77.6,32.6,3476.0,0.12020648967551624
82,Gamma-Poisson-14,259.4,54.2,102.6,76.2,33.4,3474.2,0.12537537537537538
83,Gamma-Poisson-14,267.2,57.4,101.2,76.8,32.0,3465.4,0.11967090501121916
84,Gamma-Poisson-14,271.6,58.4,101.4,75.4,32.0,3461.2,0.11976047904191615
85,Gamma-Poisson-14,278.2,58.0,102.0,73.6,31.8,3456.4,0.119819140919367
86,Gamma-Poisson-14,283.6,58.0,103.8,75.2,30.4,3449.0,0.11368735976065819
87,Gamma-Poisson-14,287.0,62.0,102.2,73.4,28.2,3447.2,0.10609480812641083
88,Gamma-Poisson-14,291.8,54.0,102.4,73.8,28.2,3449.8,0.10913312693498453
89,Gamma-Poisson-14,296.0,53.6,100.6,71.8,27.8,3450.2,0.10953506698187548
90,Gamma-Poisson-14,301.8,57.2,98.2,72.6,27.4,3442.8,0.10728269381362568
91,Gamma-Poisson-14,308.2,60.6,98.8,71.6,26.8,3434.0,0.10395655546935609
92,Gamma-Poisson-14,315.6,63.2,97.0,70.8,26.2,3427.2,0.10186625194401244
93,Gamma-Poisson-14,323.0,62.6,98.2,70.8,27.0,3418.4,0.10440835266821345
94,Gamma-Poisson-14,329.6,60.6,99.6,70.8,26.2,3413.2,0.10186625194401244
95,Gamma-Poisson-14,333.2,58.6,100.4,70.2,26.0,3411.6,0.10188087774294671
96,Gamma-Poisson-14,340.2,60.2,99.0,71.0,26.0,3403.6,0.1014832162373146
97,Gamma-Poisson-14,340.6,60.4,102.4,68.2,25.6,3402.8,0.09976617303195635
98,Gamma-Poisson-14,345.8,65.4,99.8,68.4,23.4,3397.2,0.09105058365758754
99,Gamma-Poisson-14,349.6,65.8,99.2,68.0,23.6,3393.8,0.09197194076383476
100,Gamma-Poisson-14,353.8,67.8,98.8,70.0,23.2,3386.4,0.08929946112394149
101,Gamma-Poisson-14,358.0,69.8,98.6,70.2,23.0,3380.4,0.0879204892966361
102,Gamma-Poisson-14,364.2,67.6,102.6,71.8,22.6,3371.2,0.0854119425547997
103,Gamma-Poisson-14,359.8,68.0,104.8,73.0,23.6,3370.8,0.08760207869339272
104,Gamma-Poisson-14,354.2,69.4,104.6,75.8,23.4,3372.6,0.08565153733528551
105,Gamma-Poisson-14,356.4,70.0,104.0,75.4,23.4,3370.8,0.08577712609970674
106,Gamma-Poisson-14,363.6,71.2,102.4,74.2,24.8,3363.8,0.09097578870139397
107,Gamma-Poisson-14,364.2,74.2,103.0,74.8,24.0,3359.8,0.08695652173913043
108,Gamma-Poisson-14,366.8,78.8,103.2,71.6,25.2,3354.4,0.0903873744619799
109,Gamma-Poisson-14,367.8,81.6,99.6,74.2,26.2,3350.6,0.09303977272727273
110,Gamma-Poisson-14,369.6,81.2,102.2,75.4,25.2,3346.4,0.08873239436619718
111,Gamma-Poisson-14,375.4,80.4,102.8,75.0,25.0,3341.4,0.0882768361581921
112,Gamma-Poisson-14,377.8,83.4,99.4,75.4,25.0,3339.0,0.08827683615819208
113,Gamma-Poisson-14,380.6,77.2,103.0,78.6,24.0,3336.6,0.08486562942008488
114,Gamma-Poisson-14,390.0,74.0,105.0,78.6,24.6,3327.8,0.08717221828490432
115,Gamma-Poisson-14,392.4,79.2,103.2,76.0,25.6,3323.6,0.09014084507042254
116,Gamma-Poisson-14,393.2,78.0,104.2,77.8,25.8,3321.0,0.09027291812456263
117,Gamma-Poisson-14,391.2,83.4,106.0,76.0,26.6,3316.8,0.0910958904109589
118,Gamma-Poisson-14,391.4,82.2,104.0,80.6,26.2,3315.6,0.08941979522184301
119,Gamma-Poisson-14,392.6,81.4,107.0,78.4,25.6,3315.0,0.08755129958960328
120,Gamma-Poisson-14,397.8,81.8,108.8,77.8,24.8,3309.0,0.08458390177353343
121,Gamma-Poisson-14,397.4,83.4,110.6,78.0,24.2,3306.4,0.08170155300472653
122,Gamma-Poisson-14,396.8,83.2,112.6,77.4,22.6,3307.4,0.07640297498309667
123,Gamma-Poisson-14,397.4,86.6,110.0,80.0,23.0,3303.0,0.0767690253671562
124,Gamma-Poisson-14,397.2,85.6,112.8,81.4,22.2,3300.8,0.07350993377483445
125,Gamma-Poisson-14,400.0,87.0,112.8,82.0,24.0,3294.2,0.07848266841072596
126,Gamma-Poisson-14,398.2,87.8,116.8,83.4,23.8,3290.0,0.07633098139833226
127,Gamma-Poisson-14,399.8,86.6,119.8,84.0,24.2,3285.6,0.07692307692307693
128,Gamma-Poisson-14,397.6,88.0,116.4,86.6,27.0,3284.4,0.08490566037735849
129,Gamma-Poisson-14,398.0,87.2,118.2,83.6,26.2,3286.8,0.08312182741116751
130,Gamma-Poisson-14,394.4,92.4,120.6,84.6,26.2,3281.8,0.08091414453366275
131,Gamma-Poisson-14,389.4,94.6,124.6,87.0,26.0,3278.4,0.07826610475617099
132,Gamma-Poisson-14,383.2,94.8,130.2,86.4,26.4,3279.0,0.07815275310834814
133,Gamma-Poisson-14,378.4,94.6,130.2,86.8,26.6,3283.4,0.07865168539325844
134,Gamma-Poisson-14,378.6,93.6,130.8,86.2,26.8,3284.0,0.07943094250148192
135,Gamma-Poisson-14,373.8,94.2,129.0,88.2,27.6,3287.2,0.08141592920353982
136,Gamma-Poisson-14,372.8,94.8,127.8,87.8,29.6,3287.2,0.08705882352941177
137,Gamma-Poisson-14,370.2,95.0,129.4,87.4,30.2,3287.8,0.08830409356725145
138,Gamma-Poisson-14,367.8,96.2,129.8,87.2,32.4,3286.6,0.09375
139,Gamma-Poisson-14,366.8,95.2,131.6,86.6,31.0,3288.8,0.09001161440185831
140,Gamma-Poisson-14,367.6,95.2,132.0,88.0,30.2,3287.0,0.08743485813549508
141,Gamma-Poisson-14,366.6,92.2,135.6,88.2,30.6,3286.8,0.0882862088863243
142,Gamma-Poisson-14,370.2,86.4,142.8,90.2,30.0,3280.4,0.08586147681740125
143,Gamma-Poisson-14,370.8,88.8,140.0,91.0,29.0,3280.4,0.08314220183486239
144,Gamma-Poisson-14,369.6,88.8,137.8,91.2,28.8,3283.8,0.08309290248124639
145,Gamma-Poisson-14,367.6,91.2,138.0,90.6,27.6,3285.0,0.07944732297063904
146,Gamma-Poisson-14,366.6,92.8,137.2,93.2,28.0,3282.2,0.07972665148063782
147,Gamma-Poisson-14,360.6,99.0,136.0,95.0,26.8,3282.6,0.07511210762331838
148,Gamma-Poisson-14,360.6,97.6,138.8,96.2,27.2,3279.6,0.07559755419677598
149,Gamma-Poisson-14,356.0,100.4,139.8,95.0,28.0,3280.8,0.07709251101321585
0,Proportional,3975.6,14.4,10.0,0,0,0,0.0
1,Proportional,3961.0,26.2,11.6,0.8,0,0.4,0.0
2,Proportional,3945.0,37.0,12.6,3.4,0,2.0,0.0
3,Proportional,3924.2,51.4,15.8,5.0,0,3.6,0.0
4,Proportional,3896.6,68.0,19.2,11.6,0,4.6,0.0
5,Proportional,3856.2,94.6,26.0,16.6,0,6.6,0.0
6,Proportional,3797.2,135.0,36.4,23.4,0,8.0,0.0
7,Proportional,3722.0,179.4,52.6,33.4,0,12.6,0.0
8,Proportional,3611.2,253.0,73.4,43.8,0,18.6,0.0
9,Proportional,3468.4,347.2,98.2,60.0,0,26.2,0.0
10,Proportional,3299.4,448.0,130.8,83.4,0,38.4,0.0
11,Proportional,3077.6,581.6,173.6,111.8,0,55.4,0.0
12,Proportional,2804.0,733.2,232.8,155.0,0,75.0,0.0
13,Proportional,2479.4,915.8,305.6,198.6,0,100.6,0.0
14,Proportional,2103.4,1113.6,396.6,252.0,0,134.4,0.0
15,Proportional,1709.6,1287.8,490.6,328.0,0,184.0,0.0
16,Proportional,1322.8,1428.2,605.2,401.2,0,242.6,0.0
17,Proportional,964.0,1500.4,735.2,485.4,0,315.0,0.0
18,Proportional,673.4,1498.2,865.0,562.2,0,401.2,0.0
19,Proportional,436.4,1438.0,988.8,636.6,0,500.2,0.0
20,Proportional,260.2,1330.6,1079.4,704.4,9.8,615.6,0.003136803021573523
21,Proportional,153.2,1170.0,1163.0,756.6,19.4,737.8,0.006239948536506915
22,Proportional,84.6,1004.8,1210.2,800.0,28.2,872.2,0.009266561514195583
23,Proportional,44.2,852.0,1233.6,820.4,35.4,1014.4,0.012035085333514653
24,Proportional,23.2,704.0,1240.8,835.0,42.4,1154.6,0.01502374034441216
25,Proportional,12.6,585.0,1228.4,828.2,48.4,1297.4,0.017992565055762078
26,Proportional,8.2,482.0,1206.2,815.8,53.4,1434.4,0.020880581840932194
27,Proportional,7.6,390.2,1169.0,803.4,59.2,1570.6,0.024444627962672397
28,Proportional,11.0,317.4,1125.4,770.2,65.0,1711.0,0.028533801580333626
29,Proportional,9.2,262.0,1076.2,745.4,69.6,1837.6,0.032323982909158465
30,Proportional,11.2,217.4,1026.6,713.4,75.8,1955.6,0.03728113318906157
31,Proportional,14.0,185.2,968.8,679.2,78.0,2074.8,0.04081205525324404
32,Proportional,14.8,160.6,911.8,647.2,81.2,2184.4,0.04509107063527321
33,Proportional,16.8,145.6,853.6,611.6,83.8,2288.6,0.04945119792281364
34,Proportional,17.6,127.4,801.8,583.2,87.8,2382.2,0.054868141482314704
35,Proportional,18.0,113.8,754.4,549.0,91.0,2473.8,0.060336825354727494
36,Proportional,17.4,104.4,705.0,521.6,94.4,2557.2,0.06622702399326505
37,Proportional,21.4,93.6,656.8,495.8,97.8,2634.6,0.07276785714285713
38,Proportional,22.6,89.6,615.6,464.2,99.8,2708.2,0.07863220926567917
39,Proportional,25.8,83.4,568.6,441.8,101.8,2778.6,0.08514553362328538
40,Proportional,25.6,78.6,518.2,414.8,118.0,2844.8,0.10446175637393766
41,Proportional,30.6,73.8,468.0,391.6,131.4,2904.6,0.12340345604808416
42,Proportional,32.4,72.8,418.6,372.2,145.4,2958.6,0.14410307234886027
43,Proportional,36.4,71.8,372.2,350.8,158.2,3010.6,0.16600209863588666
44,Proportional,39.2,67.4,327.8,333.6,170.4,3061.6,0.1895017793594306
45,Proportional,45.6,64.6,290.6,315.6,179.2,3104.4,0.2108235294117647
46,Proportional,48.2,64.4,254.8,293.6,191.6,3147.4,0.23818995524614617
47,Proportional,49.0,67.8,219.8,278.2,201.6,3183.6,0.2627052384675528
48,Proportional,56.8,66.8,190.4,259.6,210.2,3216.2,0.2891334250343879
49,Proportional,61.6,65.8,161.2,246.4,220.8,3244.2,0.3180639585133967
50,Proportional,69.4,62.4,134.4,231.6,228.8,3273.4,0.34814363968350576
51,Proportional,78.8,60.2,111.2,214.6,238.0,3297.2,0.3814102564102564
52,Proportional,88.2,56.8,87.8,205.6,245.8,3315.8,0.41241610738255036
53,Proportional,94.0,55.2,67.2,196.2,257.0,3330.4,0.44649061848505905
54,Proportional,105.0,54.0,48.6,185.8,262.8,3343.8,0.47677793904209
55,Proportional,119.0,48.0,34.6,174.4,264.2,3359.8,0.5069071373752877
56,Proportional,129.2,43.4,19.8,166.8,266.2,3374.6,0.5364772269246272
57,Proportional,136.4,42.4,9.4,157.4,263.4,3391.0,0.5573423614049936
58,Proportional,146.2,36.0,10.4,141.6,261.2,3404.6,0.5814781834372217
59,Proportional,158.0,32.6,5.6,132.4,255.8,3415.6,0.599906191369606
60,Proportional,169.8,28.4,4.2,115.8,255.6,3426.2,0.6326732673267327
61,Proportional,181.6,27.0,4.2,102.4,252.8,3432.0,0.6542443064182195
62,Proportional,194.8,25.8,3.0,94.4,240.8,3441.2,0.6615384615384615
63,Proportional,208.4,25.2,2.2,90.0,229.8,3444.4,0.6618663594470046
64,Proportional,223.4,26.2,2.4,83.6,221.4,3443.0,0.6636690647482014
65,Proportional,238.6,23.6,3.4,79.4,211.4,3443.6,0.6651982378854625
66,Proportional,251.8,21.6,3.2,77.8,202.4,3443.2,0.6636065573770492
67,Proportional,265.4,19.4,4.4,73.8,192.4,3444.6,0.663448275862069
68,Proportional,278.8,20.6,1.8,68.8,184.8,3445.2,0.6695652173913044
69,Proportional,291.6,20.4,2.8,65.8,172.6,3446.8,0.6597859327217125
70,Proportional,306.2,21.2,2.8,62.6,163.4,3443.8,0.6536000000000001
71,Proportional,325.6,20.6,2.2,58.2,156.8,3436.6,0.6593776282590412
72,Proportional,338.2,20.2,2.6,53.6,147.0,3438.4,0.658012533572068
73,Proportional,352.6,19.4,2.2,51.6,143.6,3430.6,0.6623616236162361
74,Proportional,368.0,19.2,3.0,47.8,135.6,3426.4,0.6595330739299611
75,Proportional,382.6,19.2,2.8,44.2,130.4,3420.8,0.6632756866734486
76,Proportional,393.8,19.0,2.2,40.8,128.0,3416.2,0.6736842105263158
77,Proportional,411.6,20.0,1.6,38.2,122.2,3406.4,0.6714285714285715
78,Proportional,423.6,18.8,3.0,36.4,116.8,3401.4,0.6674285714285714
79,Proportional,438.2,18.6,2.2,37.0,112.0,3392.0,0.6595995288574793
80,Proportional,455.0,19.0,2.4,35.6,108.0,3380.0,0.6545454545454545
81,Proportional,468.0,18.8,2.2,33.0,105.8,3372.2,0.6620775969962452
82,Proportional,484.2,19.4,1.2,31.6,100.6,3363.0,0.6583769633507852
83,Proportional,500.6,19.6,1.6,31.2,96.0,3351.0,0.6469002695417789
84,Proportional,515.8,20.4,1.8,30.0,92.2,3339.8,0.6385041551246537
85,Proportional,528.6,21.4,1.4,29.4,87.6,3331.6,0.6266094420600858
86,Proportional,543.4,18.4,3.8,30.2,82.2,3322.0,0.6106983655274889
87,Proportional,557.8,16.8,1.8,28.6,81.6,3313.4,0.6335403726708073
88,Proportional,575.2,15.8,2.0,27.2,78.8,3301.0,0.6365105008077544
89,Proportional,589.0,16.8,1.4,25.8,75.6,3291.4,0.6321070234113713
90,Proportional,605.4,16.2,0.8,26.2,71.0,3280.4,0.6217162872154115
91,Proportional,620.8,15.2,2.2,25.6,66.2,3270.0,0.6062271062271062
92,Proportional,635.0,15.6,1.2,24.4,65.6,3258.2,0.6142322097378277
93,Proportional,649.0,15.2,1.4,22.6,63.8,3248.0,0.6194174757281553
94,Proportional,662.6,13.2,2.0,23.0,59.8,3239.4,0.610204081632653
95,Proportional,678.0,12.6,2.0,23.2,57.2,3227.0,0.6021052631578948
96,Proportional,692.4,12.2,2.0,22.0,55.2,3216.2,0.6039387308533917
97,Proportional,708.8,11.8,2.0,21.0,53.0,3203.4,0.6036446469248292
98,Proportional,720.8,12.0,1.0,20.6,51.6,3194.0,0.6056338028169014
99,Proportional,738.6,13.4,1.0,20.0,49.6,3177.4,0.5904761904761905
100,Proportional,753.6,12.8,2.0,18.4,48.2,3165.0,0.5921375921375921
101,Proportional,770.0,13.0,1.8,17.8,47.4,3150.0,0.5925
102,Proportional,786.2,13.2,1.6,17.4,46.4,3135.2,0.5903307888040713
103,Proportional,800.4,13.8,1.6,16.2,44.4,3123.6,0.5842105263157894
104,Proportional,817.0,12.4,1.0,15.8,43.2,3110.6,0.5966850828729282
105,Proportional,832.2,11.8,1.8,16.0,41.4,3096.8,0.5830985915492958
106,Proportional,846.0,14.4,0.8,15.6,41.2,3082.0,0.5722222222222223
107,Proportional,861.0,14.6,2.0,14.8,39.6,3068.0,0.5577464788732395
108,Proportional,876.2,14.4,1.6,14.8,39.0,3054.0,0.5587392550143266
109,Proportional,892.2,13.8,1.8,15.0,37.4,3039.8,0.5499999999999999
110,Proportional,908.0,13.0,2.0,14.6,36.2,3026.2,0.5501519756838905
111,Proportional,921.8,11.6,2.0,14.2,36.0,3014.4,0.5642633228840126
112,Proportional,935.6,12.8,1.8,14.6,36.0,2999.2,0.5521472392638036
113,Proportional,951.0,13.0,2.0,13.6,35.4,2985.0,0.553125
114,Proportional,965.2,13.2,1.8,12.0,35.4,2972.4,0.5673076923076923
115,Proportional,979.6,13.6,1.2,12.8,34.2,2958.6,0.5533980582524272
116,Proportional,995.0,14.2,1.2,12.6,34.0,2943.0,0.5483870967741935
117,Proportional,1009.6,13.6,1.6,12.6,33.4,2929.2,0.5457516339869282
118,Proportional,1020.6,13.4,1.6,12.2,33.2,2919.0,0.5496688741721855
119,Proportional,1036.8,14.0,1.4,12.6,32.2,2903.0,0.5348837209302326
120,Proportional,1048.2,13.8,2.0,13.0,30.8,2892.2,0.5167785234899329
121,Proportional,1060.4,14.0,1.6,12.6,30.6,2880.8,0.5204081632653061
122,Proportional,1074.2,13.0,1.4,12.0,30.4,2869.0,0.5352112676056338
123,Proportional,1087.8,13.0,1.0,11.4,30.6,2856.2,0.5464285714285715
124,Proportional,1103.8,12.2,1.2,11.4,30.6,2840.8,0.552346570397112
125,Proportional,1117.2,12.6,1.0,11.8,29.6,2827.8,0.5381818181818182
126,Proportional,1129.8,13.4,1.2,12.0,27.4,2816.2,0.5074074074074074
127,Proportional,1141.0,13.0,2.2,11.4,27.6,2804.8,0.5092250922509225
